PLS_id,g1,resopfrac,tleaf,twood,troot,aleaf,awood,aroot,c4,leaf_n2c,awood_n2c,froot_n2c,leaf_p2c,awood_p2c,froot_p2c,amp,pdia,dwood,sla_var
0.0,13.645664682229196,0.44109116666998993,3.1707650623350867,0.0,8.233395819520068,0.51375,0.0,0.48625,1.0,0.04417763552710543,0.0,0.058878775755151026,0.006400620124024804,0.0,0.004031606321264253,0.9890866932470095,0.0,0.6141579557076341,0.020511704363146137
1.0,5.241096775891704,0.4095458228898977,3.109292657050609,0.0,6.352728147324453,0.83,0.0,0.17,1.0,0.01511482296459292,0.0,0.02956171234246849,0.006080636127225444,0.0,0.0025564512902580515,0.8014534958915105,0.0,0.707862792437379,0.030835551217758335
2.0,12.606009765042275,0.45279901120661703,5.89908038736619,0.0,3.735073702204704,0.7325,0.0,0.2675,1.0,0.04092338467693539,0.0,0.013888177635527105,0.005489037807561511,0.0,0.001174374874974995,0.14406305090606958,0.0,0.6289305484613771,0.015054597937194948
3.0,6.500031614644225,0.434683578180305,8.311487364849938,0.0,4.628159810120589,0.0725,0.0,0.9275,1.0,0.00638127625525105,0.0,0.047277055411082215,0.0013329665933186636,0.0,0.003274754950990198,0.21070559681051407,0.0,0.7005829126357994,0.013795995568865588
4.0,15.651040216793843,0.38112378172210015,7.191680404331443,0.0,5.4672576694559725,0.94875,0.0,0.05125,1.0,0.020839167833566714,0.0,0.04029005801160232,0.0057866973394678925,0.0,0.003498519703940788,0.7113018962962465,0.0,0.6919736974998902,0.021113635819116846
5.0,8.559964551398538,0.38367590720038425,7.116180998680654,0.0,7.91975808112605,0.81875,0.0,0.18125,1.0,0.04153110622124425,0.0,0.055751150230046,0.0077586917383476684,0.0,0.0029250050010002,0.44120893730951194,0.0,0.7486620878252619,0.0364139621852266
6.0,7.433427101222707,0.5722360238793869,5.64111017710802,0.0,0.5318496943804117,0.64,0.0,0.36,1.0,0.03415023004600921,0.0,0.04732426485297059,0.005451830366073214,0.0,0.0005942788557711542,0.8575502981290845,0.0,0.740274349140589,0.01450332440438078
7.0,12.565257145108113,0.5657278400429233,5.7185715845007365,0.0,1.9011898459340948,0.04875,0.0,0.95125,1.0,0.04044308861772355,0.0,0.010347469493898778,0.007165233046609321,0.0,0.0015222444488897779,0.09795492294141843,0.0,0.7212550721940377,0.02761270374667584
8.0,16.083608580752692,0.6991088743209604,3.8523257217183366,0.0,3.671388532699604,0.4025,0.0,0.5975,1.0,0.03968833766753351,0.0,0.042485297059411876,0.005604380876175234,0.0,0.002010202040408082,0.7658073437691083,0.0,0.6394279447538075,0.024156615212531662
9.0,14.866546432015816,0.32435514218635353,4.9120734365050245,0.0,7.681171132376918,0.105,0.0,0.895,1.0,0.022201640328065615,0.0,0.04876415283056611,0.0029682336467293457,0.0,0.002146529305861172,0.032545999880444036,0.0,0.6939365293414627,0.030394993873500684
